program_status_id,program_status,student_id,course_id,course_grade,course_points,semester
89,Terminated,653,67,RE,0,2002-1
90,Terminated,653,68,D,3,2001-2
91,Terminated,653,69,B,9,2001-2
92,Terminated,653,70,RE,0,2002-1
93,Terminated,653,75,RE,0,2002-1
94,Terminated,653,71,D,3,2001-2
95,Terminated,749,43,WP,0,2007-1
96,Terminated,749,66,F,0,2007-1
97,Terminated,749,62,WF,0,2007-1
98,Graduated,1217,306,RE,,2001-1
99,Graduated,1217,69,B+,10.5,2002-1
100,Graduated,1217,54,B+,10.5,2002-2
101,Graduated,1217,74,B,9,2002-2
102,Graduated,1217,73,B,9,2002-1
103,Graduated,1217,64,C+,7.5,2002-2
104,Graduated,1217,48,B+,10.5,2003-1
105,Graduated,1217,58,B,9,2003-1
106,Graduated,1217,50,B,12,2003-1
107,Graduated,1217,60,B+,10.5,2003-2
108,Graduated,1217,55,B,9,2003-2
109,Graduated,1217,65,B,9,2003-2
110,Graduated,1217,47,B+,10.5,2002-2
111,Graduated,1217,49,B+,10.5,2003-1
112,Graduated,1217,45,C+,7.5,2003-1
113,Graduated,1217,75,A-,11.25,2002-1
114,Graduated,1217,46,A-,11.25,2003-1
115,Graduated,1217,56,B,9,2003-2
116,Graduated,1217,72,B+,14,2003-2
117,Graduated,1217,79,RE,,2001-1
118,Graduated,1217,76,A-,3.75,2002-1
119,Graduated,1217,44,C+,7.5,2002-1
120,Graduated,1217,57,C+,7.5,2002-2
121,Graduated,1217,80,RE,,2001-1
122,Graduated,1217,51,B,12,2002-1
123,Graduated,1217,53,B,9,2002-2
124,Graduated,1217,52,A-,11.25,2002-3
125,Graduated,1303,55,B,9,2004-2
126,Graduated,1303,46,A-,11.25,2005-1
127,Graduated,1303,81,C+,7.5,2005-1
128,Graduated,1303,51,B+,14,2002-1
129,Graduated,1303,54,B+,10.5,2002-2
130,Graduated,1303,53,B,9,2003-2
131,Graduated,1303,60,B,9,2003-2
132,Graduated,1303,52,B,9,2004-1
133,Graduated,1303,82,B,9,2005-1
134,Graduated,1303,49,C+,7.5,2004-1
135,Graduated,1303,64,B,9,2002-2
136,Graduated,1303,48,B,9,2003-1
137,Graduated,1303,58,B+,10.5,2003-1
138,Graduated,1303,56,C+,7.5,2004-2
139,Graduated,1303,83,D,3,2005-1
140,Graduated,1303,84,B+,10.5,2002-1
141,Graduated,1303,72,C+,10,2003-2
142,Graduated,1303,85,B,9,2004-1
143,Graduated,1303,86,B,9,2004-2
144,Dropped,1353,76,F,0,2001-1
145,Dropped,1353,44,D,3,2001-1
146,Dropped,1353,75,D,3,2001-1
147,Dropped,1353,53,F,0,2002-2
148,Dropped,1353,87,B+,10.5,2010-1
149,Dropped,1353,39,C+,7.5,2010-1
150,Dropped,1353,66,D,3,2001-1
151,Dropped,1353,88,B+,10.5,2010-1
152,Dropped,1353,69,F,0,2001-1
153,Dropped,1353,89,B+,10.5,2010-1
154,Dropped,1353,90,B+,10.5,2010-1
155,Dropped,1353,73,F,0,2001-1
156,Dropped,1353,75,C,6,2002-2
157,Dropped,1353,51,NG ,,2001-1
158,Terminated,1652,73,B,9,2001-1
159,Terminated,1652,51,C,8,2001-1
160,Terminated,1652,74,C,6,2001-2
161,Terminated,1652,57,D,3,2001-2
162,Terminated,1652,76,D+,1.5,2001-1
163,Terminated,1652,75,C,6,2001-1
164,Terminated,1652,53,C,6,2001-2
165,Terminated,1652,54,D+,4.5,2001-2
166,Terminated,1652,47,F,0,2001-2
167,Terminated,1652,45,C+,7.5,2002-1
168,Terminated,1652,47,D+,4.5,2001-3
169,Terminated,1652,56,NG,,2005-1
170,Terminated,1652,65,F,0,2005-1
171,Terminated,1652,44,A-,11.25,2001-1
172,Terminated,1652,52,W,0,2002-1
173,Terminated,1652,46,D,3,2002-1
174,Terminated,1652,56,RE,0,2004-1
175,Terminated,1652,46,F,0,2005-1
176,Terminated,1652,69,C+,7.5,2001-1
177,Terminated,1652,65,RE,0,2004-1
178,Terminated,1652,48,F,0,2001-2
179,Terminated,1652,46,RE,0,2004-1
180,Terminated,1652,74,C+,7.5,2007-1
181,Terminated,1652,65,C+,7.5,2007-1
182,Terminated,1652,56,D+,4.5,2007-1
183,Dropped,2030,91,A-,11.25,2002-1
184,Dropped,2030,54,B,9,2002-2
185,Dropped,2030,58,C,6,2003-1
186,Dropped,2030,72,C,8,2003-2
187,Dropped,2030,53,C+,7.5,2002-2
188,Dropped,2030,48,D+,4.5,2002-2
189,Dropped,2030,55,B+,10.5,2003-2
190,Dropped,2030,92,A,12,2003-2
191,Dropped,2030,52,A-,11.25,2002-1
192,Dropped,2030,57,C,6,2002-2
193,Terminated,2077,66,C+,7.5,2001-1
194,Terminated,2077,76,D+,1.5,2001-1
195,Terminated,2077,73,F,0,2001-1
196,Terminated,2077,61,F,0,2009-1
197,Terminated,2077,93,C,6,2001-1
198,Terminated,2077,80,F,0,2009-1
199,Graduated,2158,34,B+,10.5,2011-1
200,Graduated,2158,39,B+,10.5,2011-2
201,Graduated,2158,15,C+,7.5,2011-2
202,Graduated,2158,22,C+,7.5,2012-1
203,Graduated,2158,23,B,9,2013-1
204,Graduated,2158,20,WP,0,2011-2
205,Graduated,2158,31,C+,7.5,2012-1
206,Graduated,2158,23,B+,10.5,2012-1
207,Graduated,2158,20,F,0,2012-2
208,Graduated,2158,2,B,9,2013-1
209,Graduated,2158,5,D,3,2014-1
210,Graduated,2158,4,B,9,2011-1
211,Graduated,2158,19,A,12,2011-2
212,Graduated,2158,1,B,9,2011-2
213,Graduated,2158,18,A-,11.25,2012-1
214,Graduated,2158,12,C,6,2012-2
215,Graduated,2158,94,C+,7.5,2012-2
216,Graduated,2158,20,D+,4.5,2013-2
217,Graduated,2158,25,A-,11.25,2015-2
218,Graduated,2158,95,B,9,2011-1
219,Graduated,2158,40,C,6,2011-1
220,Graduated,2158,21,C,6,2011-2
221,Graduated,2158,40,B,9,2013-1
222,Graduated,2158,20,C,6,2014-2
223,Graduated,2158,32,C+,7.5,2015-1
224,Graduated,2158,5,D+,4.5,2015-1
225,Graduated,2158,96,B,9,2015-2
226,Graduated,2158,14,A,4,2011-2
227,Graduated,2158,5,WF,0,2013-1
228,Graduated,2158,9,C+,7.5,2015-2
229,Graduated,2158,8,C+,7.5,2015-2
230,Graduated,2158,5,C,6,2015-2
231,Graduated,2158,3,C+,7.5,2011-1
232,Graduated,2158,97,A-,11.25,2011-1
233,Graduated,2158,5,D,3,2012-1
234,Graduated,2158,98,B,9,2012-2
235,Transferred,2515,99,B,9,2007-1
236,Transferred,2515,60,C+,7.5,2007-2
237,Transferred,2515,62,C,6,2007-2
238,Transferred,2515,54,C,6,2008-2
239,Transferred,2515,100,D+,4.5,2008-3
240,Transferred,2515,77,D+,4.5,2007-1
241,Transferred,2515,101,C+,7.5,2008-1
242,Transferred,2515,102,B,9,2008-2
243,Transferred,2515,62,C,6,2007-1
244,Transferred,2515,49,C,6,2008-1
245,Transferred,2515,72,B,9,2008-2
246,Transferred,2515,43,C+,7.5,2007-1
247,Transferred,2515,64,C,6,2007-2
248,Transferred,2515,77,C,6,2008-1
249,Transferred,2515,63,C,6,2008-2
250,Transferred,2515,46,B+,10.5,2008-2
251,Transferred,2515,100,F,0,2008-2
252,Transferred,2515,48,C+,7.5,2008-1
253,Terminated,2694,307,A,,2019-2
254,Terminated,2694,90,C,6,2019-2
255,Terminated,2694,40,NG,0,2020-1
256,Terminated,2694,103,P,,2019-2
257,Terminated,2694,31,NG,0,2020-1
258,Terminated,2694,13,NG,0,2020-1
259,Terminated,2694,3,NG,0,2020-1
260,Dropped,2694,40,W,0,2022-1
261,Dropped,2694,13,B+,10.5,2022-1
262,Terminated,2788,23,B+,10.5,2011-1
263,Terminated,2788,19,A-,11.25,2011-2
264,Terminated,2788,40,WP,0,2011-1
265,Terminated,2788,40,D,3,2012-1
266,Graduated,2792,72,B+,10.5,2005-2
267,Graduated,2792,55,A,12,2005-2
268,Graduated,2792,60,A,12,2005-2
269,Graduated,2792,101,B,9,2005-2
270,Terminated,3136,13,F,0,2013-1
271,Terminated,3136,40,F,0,2013-1
272,Terminated,3136,97,F,0,2013-1
273,Terminated,3301,45,F,0,2001-1
274,Terminated,3301,47,C+,7.5,2003-2
275,Terminated,3301,52,C+,7.2,2003-3
276,Terminated,3301,58,C,6,2004-1
277,Terminated,3301,60,F,0,2004-2
278,Terminated,3301,100,F,0,2004-2
279,Terminated,3301,43,W,0,2005-1
280,Terminated,3301,43,F,0,2005-2
281,Terminated,3301,69,C,6,2001-1
282,Terminated,3301,73,B,9,2003-1
283,Terminated,3301,66,B+,10.2,2003-3
284,Terminated,3301,77,F,0,2005-1
285,Terminated,3301,45,C+,7.5,2003-1
286,Terminated,3301,74,B+,10.5,2003-2
287,Terminated,3301,77,WP,0,2004-1
288,Terminated,3301,55,C+,7.5,2004-2
289,Terminated,3301,69,B,9,2003-1
290,Terminated,3301,53,B+,10.5,2003-2
291,Terminated,3301,46,B+,10.5,2004-1
292,Terminated,3301,77,NG,,2004-2
293,Terminated,3301,76,A-,3.75,2003-1
294,Terminated,3301,44,D+,0,2003-1
295,Terminated,3301,43,F,0,2003-1
296,Terminated,3301,43,F,0,2004-1
297,Terminated,3301,65,D+,4.5,2004-1
298,Terminated,3301,56,D,3,2004-2
299,Dropped,3573,69,C,6,2003-3
300,Dropped,3573,75,C,6,2002-1
301,Dropped,3573,69,D+,4.5,2002-2
302,Dropped,3573,124,C+,0,2002-1
303,Dropped,3573,76,B,3,2002-1
304,Dropped,3573,44,B,9,2002-1
305,Dropped,3573,51,C+,10,2002-1
306,Dropped,3573,73,B,9,2002-2
307,Dropped,3573,308,C,0,2002-1
308,Dropped,3573,54,F,0,2002-2
309,Dropped,3573,75,A,12,2003-1
310,Dropped,3573,54,W,0,2003-2
311,Dropped,3573,53,B+,10.5,2003-2
312,Dropped,3573,104,B+,10.2,2003-3
313,Dropped,3573,45,C+,7.5,2003-1
314,Dropped,3573,69,C,6,2003-1
315,Dropped,3573,74,B,9,2003-2
316,Dropped,3593,46,D+,4.5,2004-1
317,Dropped,3593,76,NG,,2003-1
318,Dropped,3593,54,D+,4.5,2003-2
319,Dropped,3593,43,F,0,2004-2
320,Dropped,3593,43,D,3,2003-1
321,Dropped,3593,44,F,0,2003-1
322,Dropped,3593,45,D,3,2003-1
323,Dropped,3593,64,A-,11.25,2003-2
324,Dropped,3593,49,C,6,2004-1
325,Dropped,3593,54,C,6,2004-2
326,Dropped,3593,48,WF,0,2004-1
327,Dropped,3593,44,B+,10.5,2005-1
328,Dropped,3593,75,A,12,2003-1
329,Dropped,3593,53,C,6,2003-2
330,Dropped,3593,44,D,3,2004-2
331,Dropped,3593,77,D+,4.5,2005-1
332,Dropped,3593,65,B,9,2005-1
333,Graduated,3641,57,WF,0,2002-2
334,Graduated,3641,58,C,6,2003-1
335,Graduated,3641,60,C,6,2003-2
336,Graduated,3641,48,B,9,2004-1
337,Graduated,3641,53,A-,11.25,2004-2
338,Graduated,3641,72,C+,7.5,2004-2
339,Graduated,3641,60,B+,10.5,2004-2
340,Graduated,3641,100,C+,7.5,2004-2
341,Graduated,3641,100,WF,0,2004-1
342,Terminated,3641,105,W,0,2008-2
343,Graduated,3641,47,D+,4.5,2002-2
344,Graduated,3641,47,B,9,2003-1
345,Graduated,3641,65,B,9,2003-2
346,Graduated,3641,64,C+,7.5,2002-2
347,Graduated,3641,53,C,6,2002-2
348,Graduated,3641,54,C+,7.5,2002-2
349,Graduated,3641,46,A-,11.25,2003-1
350,Graduated,3641,56,B,9,2003-2
351,Terminated,3641,102,F,0,2008-2
352,Terminated,3641,63,F,0,2008-2
353,Terminated,3641,61,A-,11.25,2008-2
354,Graduated,3641,49,B+,10.5,2003-1
355,Graduated,3641,55,A,12,2004-2
356,Graduated,3641,74,C+,7.5,2002-2
357,Graduated,3641,52,A-,11.25,2002-3
358,Graduated,3641,76,B+,3.5,2003-1
359,Graduated,3641,45,B,9,2003-1
360,Graduated,3641,64,A,12,2003-2
361,Graduated,3641,57,C,6,2003-2
362,Graduated,3641,58,B,9,2004-1
363,Graduated,3641,75,A,12,2004-1
364,Terminated,3641,106,F,0,2008-2
365,Graduated,3845,64,C,6,2002-2
366,Graduated,3845,57,D+,4.5,2002-2
367,Graduated,3845,50,B,12,2003-1
368,Graduated,3845,66,A-,11.25,2004-1
369,Graduated,3845,45,A-,11.25,2002-1
370,Graduated,3845,48,C+,7.5,2003-1
371,Graduated,3845,72,C+,10,2003-2
372,Graduated,3845,52,B+,10.5,2002-1
373,Graduated,3845,53,B+,10.5,2003-2
374,Graduated,3845,46,A-,11.25,2004-1
375,Graduated,3845,44,D+,4.5,2002-1
376,Graduated,3845,49,C+,7.5,2002-1
377,Graduated,3845,51,B+,14,2002-1
378,Graduated,3845,58,B+,10.5,2003-1
379,Graduated,3845,60,B,9,2003-2
380,Graduated,3845,55,B+,10.5,2003-2
381,Graduated,3845,50,F,0,2002-1
382,Graduated,3845,75,A-,11.25,2002-2
383,Graduated,3845,54,B+,10.5,2003-2
384,Dropped,3864,101,RE,0,2004-2
385,Dropped,3864,64,RE,0,2004-2
386,Dropped,3864,54,RE,0,2004-2
387,Dropped,3864,76,B+,3.5,2004-1
388,Dropped,3864,43,C+,7.5,2004-1
389,Dropped,3864,107,A-,11.25,2004-1
390,Dropped,3864,77,C+,7.5,2004-1
391,Dropped,3864,100,RE,0,2004-2
392,Dropped,3864,65,RE,0,2004-2
393,Dropped,3864,108,RE,0,2004-2
394,Transferred,3874,109,B+,10.5,2009-1
395,Transferred,3874,54,B,9,2009-1
396,Transferred,3874,78,B+,10.5,2009-1
397,Transferred,3874,49,C,6,2009-1
398,Transferred,3874,46,A,12,2009-1
399,Transferred,3874,43,A-,11.25,2009-1
400,Dropped,3880,47,A,12,2002-2
401,Dropped,3880,53,A,12,2003-2
402,Dropped,3880,50,A,16,2003-1
403,Dropped,3880,57,A-,11.25,2002-2
404,Dropped,3880,54,A,12,2003-2
405,Dropped,3880,56,A,12,2002-2
406,Dropped,3880,43,A,12,2003-1
407,Dropped,3880,75,A,12,2003-1
408,Dropped,3880,64,A,12,2003-2
409,Graduated,4258,75,C+,7.5,2006-1
410,Graduated,4258,61,B+,10.5,2007-1
411,Graduated,4258,63,C,6,2007-2
412,Graduated,4258,100,F,0,2007-2
413,Graduated,4258,105,D+,4.5,2008-1
414,Graduated,4258,101,C,6,2008-1
415,Graduated,4258,62,D,3,2006-1
416,Graduated,4258,72,C+,7.5,2007-2
417,Graduated,4258,55,C,6,2008-2
418,Graduated,4258,54,C,6,2009-1
419,Graduated,4258,102,B,9,2009-2
420,Graduated,4258,21,B,9,2010-2
421,Graduated,4258,77,C+,7.5,2006-2
422,Graduated,4258,78,B,9,2007-1
423,Graduated,4258,49,F,0,2008-1
424,Graduated,4258,54,D+,4.5,2008-2
425,Graduated,4258,102,F,0,2008-2
426,Graduated,4258,49,C,6,2008-2
427,Graduated,4258,60,D,3,2008-2
428,Graduated,4258,77,WF,0,2006-1
429,Graduated,4258,102,WP,0,2007-2
430,Graduated,4258,60,WP,0,2007-2
431,Graduated,4258,109,WP,0,2008-1
432,Graduated,4258,105,C,6,2009-1
433,Graduated,4258,60,C+,7.5,2009-2
434,Graduated,4258,100,D+,4.5,2009-2
435,Graduated,4258,76,B+,3.5,2006-1
436,Graduated,4258,64,B,9,2006-2
437,Graduated,4258,48,C,6,2007-1
438,Graduated,4258,46,B+,10.5,2007-2
439,Graduated,4258,65,B+,10.5,2007-3
440,Graduated,4258,100,F,0,2008-2
441,Graduated,4258,43,C+,7.5,2006-1
442,Graduated,4258,62,C+,7.5,2006-2
443,Dropped,4369,19,B,9,2012-2
444,Dropped,4369,1,TR,0,0000-1
445,Dropped,4369,3,TR,0,0000-1
446,Dropped,4369,39,A-,11.25,2010-3
447,Dropped,4369,2,B+,10.5,2012-1
448,Dropped,4369,23,B,9,2012-1
449,Graduated,4369,9,B+,10.5,2020-2
450,Dropped,4369,110,TR,0,0000-1
451,Dropped,4369,31,B,9,2012-1
452,Dropped,4369,95,TR,0,0000-1
453,Dropped,4369,18,TR,0,0000-1
454,Dropped,4369,21,TR,0,0000-1
455,Dropped,4369,111,TR,0,0000-1
456,Dropped,4369,90,EX,0,0000-1
457,Dropped,4369,103,TR,0,0000-1
458,Dropped,4369,20,B+,10.5,2010-2
459,Dropped,4369,32,A-,11.25,2011-1
460,Dropped,4369,22,A-,11.25,2012-1
461,Dropped,4369,25,A-,11.25,2012-2
462,Dropped,4369,34,TR,0,0000-1
463,Dropped,4369,4,TR,0,0000-1
464,Dropped,4369,5,TR,0,0000-1
465,Dropped,4369,15,TR,0,0000-1
466,Dropped,4369,40,A,12,2010-1
467,Dropped,4369,8,C,6,2011-2
468,Dropped,4369,96,B+,10.5,2012-2
469,Dropped,4395,48,RE,0,2005-1
470,Transferred,4396,43,D+,4.5,2008-1
471,Graduated,4407,74,C+,7.5,2002-2
472,Graduated,4407,64,F,0,2003-2
473,Graduated,4407,45,B+,10.5,2003-2
474,Graduated,4407,58,B+,10.5,2004-1
475,Graduated,4407,54,B+,10.5,2002-2
476,Graduated,4407,75,F,0,2003-2
477,Graduated,4407,48,C+,7.5,2004-1
478,Graduated,4407,75,B+,10.5,2004-1
479,Graduated,4407,66,A-,11.25,2002-1
480,Graduated,4407,76,A-,3.75,2003-2
481,Graduated,4407,53,F,0,2003-2
482,Graduated,4407,65,B,9,2003-2
483,Graduated,4407,56,B+,10.5,2004-1
484,Graduated,4407,72,B,9,2004-2
485,Graduated,4407,60,A-,11.25,2004-2
486,Graduated,4407,73,B+,10.5,2002-1
487,Graduated,4407,62,A-,11.25,2003-1
488,Graduated,4407,100,C+,7.5,2003-2
489,Graduated,4407,49,B+,10.5,2004-1
490,Graduated,4407,46,A,12,2004-1
491,Graduated,4407,53,A,12,2004-2
492,Graduated,4407,64,A-,11.25,2004-2
493,Graduated,4407,55,A,12,2004-2
494,Graduated,4407,77,B,9,2004-2
495,Graduated,4407,69,A,12,2002-1
496,Graduated,4407,43,A-,11.25,2003-1
497,Graduated,4407,52,A-,11.25,2003-1
498,Graduated,4446,48,B,9,2005-1
499,Graduated,4446,101,C+,7.5,2004-2
500,Graduated,4446,58,A-,11.25,2005-1
501,Graduated,4446,72,B,9,2005-2
502,Graduated,4446,55,B+,10.5,2005-2
503,Graduated,4446,43,A,12,2004-1
504,Graduated,4446,100,C+,7.5,2004-1
505,Graduated,4446,108,B+,10.5,2004-2
506,Graduated,4446,46,A-,11.25,2005-1
507,Graduated,4446,52,B,9,2005-2
508,Graduated,4446,44,A-,11.25,2004-1
509,Graduated,4446,49,C+,7.5,2005-1
510,Graduated,4446,107,B+,10.5,2005-1
511,Graduated,4446,112,A,12,2005-1
512,Graduated,4446,64,A-,11.25,2005-2
513,Graduated,4446,60,C+,7.5,2005-2
514,Graduated,4446,74,C+,7.5,2005-2
515,Graduated,4446,77,A-,11.25,2004-1
516,Graduated,4446,65,C+,7.5,2004-1
517,Graduated,4446,54,C+,7.5,2004-2
518,Graduated,4446,45,C,6,2004-2
519,Graduated,4446,64,C,6,2004-2
520,Graduated,4484,43,A,12,2003-1
521,Graduated,4484,53,A-,11.25,2003-2
522,Graduated,4484,74,B+,10.5,2003-2
523,Graduated,4484,45,B+,10.5,2004-1
524,Graduated,4484,73,B,9,2003-1
525,Graduated,4484,64,A-,11.25,2003-2
526,Graduated,4484,52,B,9,2003-3
527,Graduated,4484,60,B+,10.5,2004-2
528,Graduated,4484,69,A-,11.25,2003-1
529,Graduated,4484,47,A-,11.25,2003-2
530,Graduated,4484,55,A,12,2004-2
531,Graduated,4484,44,A-,11.25,2003-1
532,Graduated,4484,57,C+,7.5,2003-2
533,Graduated,4484,100,WP,0,2004-1
534,Graduated,4484,46,A-,11.25,2004-1
535,Graduated,4484,72,B,9,2004-2
536,Graduated,4484,48,A-,11.25,2004-1
537,Graduated,4484,49,C+,7.5,2004-1
538,Graduated,4484,56,B,9,2004-2
539,Graduated,4484,76,A-,3.75,2003-1
540,Graduated,4484,54,B,9,2003-2
541,Graduated,4484,58,B+,10.5,2004-1
542,Graduated,4484,100,D+,4.5,2004-2
543,Graduated,4484,65,B,9,2004-2
544,Dropped,4508,45,D,3,2002-2
545,Dropped,4508,75,F,0,2002-2
546,Dropped,4508,73,C+,7.5,2004-2
547,Dropped,4508,93,F,0,2002-2
548,Dropped,4508,75,C,6,2004-2
549,Dropped,4508,61,F,0,2002-2
550,Dropped,4508,104,B,9,2002-2
551,Dropped,4508,113,B,9,2004-2
552,Dropped,4508,45,C+,7.5,2006-1
553,Dropped,4508,61,C,6,2006-1
554,Graduated,4518,52,A-,11.1,2003-3
555,Graduated,4518,76,A-,3.75,2003-1
556,Graduated,4518,64,A,12,2003-2
557,Graduated,4518,53,B,9,2003-2
558,Graduated,4518,57,A,12,2003-2
559,Graduated,4518,101,B+,10.5,2003-2
560,Graduated,4518,49,B+,10.5,2004-1
561,Graduated,4518,46,A,12,2004-1
562,Graduated,4518,43,A-,11.25,2003-1
563,Graduated,4518,47,B+,10.5,2003-1
564,Graduated,4518,54,A-,11.25,2003-2
565,Graduated,4518,100,B,9,2004-1
566,Graduated,4518,60,A-,11.25,2004-2
567,Graduated,4518,56,A-,11.25,2003-1
568,Graduated,4518,48,A,12,2004-1
569,Graduated,4518,58,B,9,2004-1
570,Graduated,4518,72,B+,10.5,2004-2
571,Graduated,4518,73,A-,11.25,2004-2
572,Graduated,4518,44,A-,11.25,2003-1
573,Graduated,4518,55,A,12,2004-2
574,Graduated,4538,75,C,6,2003-1
575,Graduated,4538,45,A-,11.25,2004-1
576,Graduated,4538,101,A-,11.25,2004-2
577,Graduated,4538,62,B+,10.5,2005-1
578,Graduated,4538,60,C+,7.5,2005-2
579,Graduated,4538,114,C+,7.5,2003-2
580,Graduated,4538,49,A-,11.25,2005-1
581,Graduated,4538,74,B,9,2003-2
582,Graduated,4538,77,D+,4.5,2003-2
583,Graduated,4538,65,B+,10.5,2003-2
584,Graduated,4538,43,B,9,2004-1
585,Graduated,4538,77,B,9,2004-1
586,Graduated,4538,64,A-,11.25,2004-2
587,Graduated,4538,72,B,9,2005-2
588,Graduated,4538,73,B,9,2003-1
589,Graduated,4538,44,A-,11.25,2004-1
590,Graduated,4538,54,A-,11.25,2004-2
591,Graduated,4538,46,A,12,2005-1
592,Graduated,4538,75,D,3,2002-2
593,Graduated,4538,69,B+,10.5,2003-1
594,Graduated,4538,100,A-,11.25,2004-2
595,Graduated,4538,48,B+,10.5,2005-1
596,Graduated,4538,58,B+,10.5,2005-1
597,Graduated,4538,52,A-,11.25,2005-2
598,Graduated,4538,115,W,,2002-2
599,Graduated,4538,76,B+,3.5,2004-1
600,Graduated,4538,53,A-,11.25,2004-2
601,Graduated,4538,55,A,12,2005-2
602,Graduated,4566,44,B,9,2003-1
603,Graduated,4566,46,A,12,2003-1
604,Graduated,4566,64,A,12,2003-2
605,Graduated,4566,53,A-,11.25,2003-2
606,Graduated,4566,54,B+,10.5,2004-2
607,Graduated,4566,72,B+,10.5,2004-2
608,Graduated,4566,52,B,9,2005-2
609,Graduated,4566,60,A-,11.25,2005-2
610,Graduated,4566,55,A,12,2005-2
611,Graduated,4566,75,A,12,2002-2
612,Graduated,4566,76,A,4,2003-1
613,Graduated,4566,65,C+,7.5,2003-2
614,Graduated,4566,43,A,12,2003-1
615,Graduated,4566,58,A-,11.25,2005-1
616,Graduated,4566,48,B,9,2004-1
617,Graduated,4566,56,A-,11.25,2002-2
618,Graduated,4566,45,A-,11.25,2004-1
619,Graduated,4566,49,B+,10.5,2005-1
620,Terminated,4584,77,WF,0,2008-1
621,Terminated,4584,66,C,6,2008-1
622,Terminated,4584,45,WF,0,2009-1
623,Terminated,4584,78,F,0,2009-1
624,Terminated,4584,74,F,0,2009-2
625,Terminated,4584,80,P,0,2008-1
626,Terminated,4584,66,RE,0,2008-2
627,Terminated,4584,61,RE,0,2008-2
628,Terminated,4584,43,F,0,2009-1
